Naveen Cal 08
Date:,2014/09/26
Time:,13:12:22
Type:,toppler2
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,leg1,,,leg2,,,leg3,,,torso1,,,torso2,,,torso3,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11237,-328.808533,56.081543,407.113647,-280.778137,136.911316,256.329254,-322.495331,114.429077,150.856277,-294.574585,-136.925827,661.391663,-309.184418,-90.873657,609.954834,-341.486481,-45.586376,576.231018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11238,-328.918335,56.136200,407.127380,-280.891876,136.978775,256.383514,-322.510773,114.466309,150.858353,-294.812042,-136.816986,661.475037,-309.180237,-90.853333,609.975708,-341.628723,-45.393364,576.243408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11239,-329.040253,56.185669,407.131775,-280.995697,137.018814,256.414154,-322.555847,114.527870,150.857773,-295.072845,-136.747787,661.570862,-309.522949,-90.868111,610.427917,-341.810699,-45.162251,576.234192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11240,-329.150269,56.258919,407.147552,-281.051788,137.114166,256.442017,-322.622467,114.575203,150.887802,-295.290466,-136.655960,661.673462,-309.644257,-90.773636,610.590698,-341.986267,-44.895153,576.240906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11241,-329.255280,56.311287,407.154694,-281.144958,137.201157,256.553986,-322.661652,114.631531,150.893112,-295.521576,-136.564789,661.780884,-309.802521,-90.525978,610.673340,-342.174622,-44.556007,576.169067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11242,-329.321960,56.395180,407.172180,-281.177673,137.263718,256.607574,-322.699707,114.677574,150.886505,-295.694580,-136.452515,661.845215,-309.948883,-90.433449,610.751343,-342.413879,-44.187805,576.150452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11243,-329.394775,56.498955,407.162689,-281.213684,137.321625,256.666107,-322.730835,114.729881,150.858444,-295.844177,-136.326218,661.930298,-310.101288,-90.330711,610.822144,-342.607666,-43.898743,576.057129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11244,-329.499664,56.598827,407.162933,-281.287445,137.421844,256.703735,-322.763733,114.773659,150.839951,-295.985687,-136.184357,661.995178,-310.277405,-90.187988,610.928467,-343.086151,-43.601391,575.525330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11245,-329.561554,56.730949,407.173462,-281.399109,137.488937,256.717133,-322.777802,114.818665,150.866791,-296.177673,-135.993439,662.059143,-310.508179,-89.988777,611.051697,-342.971649,-43.281704,575.883362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11246,-329.686707,56.868790,407.178467,-281.458588,137.588593,256.722961,-322.809723,114.874245,150.871674,-296.325256,-135.726425,662.106812,-310.703857,-89.749336,611.201660,-343.036774,-43.132259,576.005737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11247,-329.810394,56.989250,407.184723,-281.599945,137.705475,256.784393,-322.862488,114.940742,150.876389,-296.447113,-135.473984,662.173828,-310.892181,-89.475075,611.251587,-343.281647,-42.994263,575.298096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11248,-329.947021,57.173779,407.199554,-281.673218,137.830948,256.769379,-322.889709,114.979332,150.878738,-296.583099,-135.245087,662.207520,-311.074036,-89.218285,611.328064,-343.466797,-42.680897,575.137878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249,-330.023132,57.282784,407.201660,-281.731689,137.914505,256.742950,-322.935944,115.032585,150.864609,-296.689667,-134.991272,662.285217,-311.440552,-88.840141,611.618652,-343.568970,-42.454945,575.106262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11250,-330.145935,57.428947,407.221527,-281.830353,138.037628,256.697845,-322.817444,115.348091,150.779037,-296.804260,-134.705963,662.405273,-311.606659,-88.594612,611.685791,-343.741760,-42.178230,575.319397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11251,-330.156464,57.566246,407.262970,-281.924957,138.172104,256.681000,-322.829620,115.388000,150.800980,-296.915710,-134.352173,662.512146,-311.657898,-88.606392,611.590332,-343.829712,-41.955318,575.347412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252,-330.215240,57.720448,407.306061,-282.002747,138.277206,256.648682,-322.869080,115.470528,150.840561,-297.046997,-134.048264,662.650330,-311.706482,-88.485428,611.606628,-343.934601,-41.628231,575.337097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11253,-330.317841,57.886776,407.354462,-282.081543,138.378281,256.619141,-322.922180,115.544930,150.824356,-297.120239,-133.667923,662.817139,-311.818390,-88.293259,611.612610,-344.036469,-41.368359,575.384277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11254,-330.379944,58.067848,407.337280,-282.137604,138.465240,256.611359,-322.961578,115.606918,150.792694,-297.210541,-133.289093,662.976746,-312.091705,-88.049644,612.183899,-344.069916,-41.169930,575.825623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11255,-330.455505,58.258457,407.306641,-282.206726,138.569641,256.552673,-322.987549,115.677353,150.797180,-297.286987,-132.934280,663.101929,-312.281555,-87.822571,612.293396,-344.215820,-41.296089,577.044861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11256,-330.557251,58.391850,407.272949,-282.308960,138.740402,256.479858,-322.984802,115.743355,150.775070,-297.339539,-132.671188,663.279480,-312.464630,-87.514656,612.315125,-344.227631,-41.327106,577.252625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11257,-330.593201,58.548340,407.241089,-282.351410,138.807999,256.435913,-323.018768,115.754089,150.830658,-297.381439,-132.468185,663.411133,-312.562073,-87.179268,612.317017,-344.344391,-41.113678,577.211243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11258,-330.693207,58.680420,407.221954,-282.424164,138.894882,256.386230,-323.047363,115.829353,150.767105,-297.393341,-132.296860,663.581543,-312.580963,-86.898254,612.280823,-344.452576,-40.858013,577.154541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11259,-330.780121,58.793385,407.171509,-282.470490,139.004028,256.409943,-323.109589,115.864525,150.831573,-297.480682,-132.233627,663.735474,-312.769745,-86.668755,612.346313,-344.523865,-40.675655,577.158325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11260,-330.893494,58.936226,407.110718,-282.506775,139.051468,256.395935,-323.124420,115.886223,150.824539,-297.485962,-132.149506,663.808228,-312.747955,-86.474472,612.368958,-344.602570,-40.526859,577.211792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11261,-330.862946,59.027000,407.222717,-282.565247,139.125046,256.394287,-323.140259,115.918274,150.840759,-297.561737,-132.054138,663.888184,-312.817627,-86.326492,612.424805,-344.641815,-40.365646,577.219727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11262,-330.915894,59.140877,407.191833,-282.617889,139.222427,256.388947,-323.175568,115.927406,150.833115,-297.671967,-131.905670,663.950745,-312.851624,-86.214592,612.430359,-344.767548,-40.202362,577.246094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11263,-330.990265,59.287209,407.167114,-282.658264,139.281952,256.366913,-323.182770,115.969887,150.839355,-297.798645,-131.751221,664.003845,-312.844604,-86.082870,612.377197,-344.901947,-40.025829,577.250427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11264,-330.924347,59.158005,407.118042,-282.705505,139.320969,256.375092,-323.200409,115.980896,150.861969,-297.925446,-131.552307,664.062256,-312.871826,-85.934212,612.339233,-345.020508,-39.833672,577.208679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11265,-330.939758,59.212788,407.141876,-282.724487,139.351730,256.398376,-323.215515,115.998611,150.891296,-298.064026,-131.405197,664.112427,-312.856903,-85.866539,612.356323,-345.148743,-39.687546,577.205261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11266,-331.070251,59.323353,407.108521,-282.744904,139.381027,256.400024,-323.234192,115.998459,150.898666,-298.199677,-131.210419,664.123474,-312.906036,-85.811890,612.372192,-345.234558,-39.541252,577.181824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11267,-331.173248,59.443150,407.112152,-282.774597,139.403519,256.436188,-323.273804,116.021896,150.902328,-298.302246,-131.048050,664.143311,-312.977081,-85.743454,612.383301,-345.374084,-39.383492,577.160583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11268,-331.232697,59.492516,407.128967,-282.842590,139.473938,256.414520,-323.266846,116.017593,150.902435,-298.413116,-130.909546,664.130005,-313.023499,-85.664528,612.390259,-345.496796,-39.254219,577.167603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11269,-331.277252,59.558018,407.141693,-282.866882,139.514328,256.474640,-323.268158,116.032684,150.892334,-298.512421,-130.791534,664.142151,-313.108734,-85.618607,612.427795,-345.606903,-39.193672,577.195862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11270,-331.371246,59.622364,407.124969,-282.846558,139.534714,256.466187,-323.282654,116.043312,150.909790,-298.591461,-130.731384,664.129822,-313.243958,-85.627205,612.471069,-345.715576,-39.126396,577.112854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11271,-331.468964,59.678642,407.137390,-282.875671,139.566986,256.459534,-323.310150,116.053009,150.956131,-298.669128,-130.638702,664.102478,-313.344025,-85.585403,612.505371,-345.860291,-39.107925,577.142151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11272,-331.530823,59.717625,407.152252,-282.890747,139.574585,256.496063,-323.309418,116.082611,150.950363,-298.746735,-130.574234,664.089050,-314.316345,-85.763069,611.891357,-345.912964,-39.157917,577.211365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11273,-331.564911,59.741978,407.160492,-282.930573,139.576492,256.486206,-323.313049,115.971909,150.964600,-298.835846,-130.528793,664.069153,-314.498077,-85.719215,611.824341,-345.961121,-39.163208,577.245361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274,-331.669342,59.770813,407.162079,-282.945953,139.589249,256.510254,-323.336548,115.952393,150.965164,-298.855743,-130.491089,664.048462,-314.509949,-85.690460,611.844788,-346.018860,-39.176575,577.270630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11275,-331.703979,59.798405,407.171204,-282.937439,139.583878,256.497864,-323.351440,115.967743,150.926804,-298.917664,-130.450043,664.024963,-314.549072,-85.638672,611.834351,-346.047791,-39.117344,577.286255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11276,-331.728821,59.825741,407.142120,-282.929840,139.586929,256.513580,-323.385010,115.951324,150.950989,-298.993805,-130.415512,664.018066,-314.609100,-85.622292,611.823120,-346.155365,-39.091137,577.346497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11277,-331.768463,59.832378,407.146271,-282.945465,139.598175,256.519287,-323.388458,116.060043,151.010910,-299.046356,-130.411758,664.039001,-314.655457,-85.570091,611.809692,-346.206024,-39.061035,577.366882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11278,-331.779449,59.894768,407.223175,-282.927612,139.591995,256.526672,-323.360046,115.978951,150.973740,-299.101898,-130.395477,664.039856,-314.659241,-85.552681,611.801208,-346.230743,-39.067364,577.405762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11279,-332.041046,60.031509,407.073456,-282.959381,139.607574,256.544586,-323.411499,116.050499,151.065704,-299.147217,-130.384903,664.050659,-314.720184,-85.558495,611.835693,-346.254120,-39.085682,577.438538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11280,-332.132660,60.110825,407.055756,-282.964539,139.608429,256.542816,-323.415833,116.068687,151.057053,-299.172638,-130.392838,664.049500,-314.768463,-85.565186,611.829773,-346.254791,-39.056896,577.419617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11281,-332.181366,60.209019,407.022766,-282.991150,139.604935,256.522095,-323.410065,116.065300,151.062119,-299.174316,-130.381790,664.034668,-314.778259,-85.530563,611.808594,-346.266602,-39.014389,577.396423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11282,-332.270721,60.343632,406.930237,-282.954071,139.594147,256.525574,-323.380524,115.966835,150.979294,-299.193909,-130.358673,664.016907,-314.759735,-85.528534,611.784485,-346.273468,-39.017181,577.387817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11283,-332.408661,60.489090,406.807678,-282.978302,139.601105,256.492279,-323.394012,115.958817,150.972488,-299.199921,-130.357224,663.989624,-314.771851,-85.493523,611.750000,-346.256195,-39.030418,577.388367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11284,-332.557343,60.692776,406.645782,-282.962311,139.609222,256.490021,-323.367950,115.965599,150.940186,-299.181213,-130.341461,663.965332,-314.773285,-85.505836,611.765320,-346.178833,-39.026352,577.471069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11285,-332.688934,60.882256,406.554047,-282.994446,139.613312,256.567902,-323.368591,115.965736,150.953842,-299.189758,-130.353683,663.951843,-314.774078,-85.546066,611.796387,-346.208282,-39.048981,577.374512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11286,-332.705139,60.962341,406.477509,-282.999573,139.629959,256.558380,-323.377472,115.958740,150.948593,-299.155853,-130.364563,663.918701,-314.725830,-85.537674,611.772705,-346.193848,-39.043140,577.341187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11287,-332.267365,60.810101,406.594208,-282.966919,139.606415,256.525787,-323.366974,115.961853,150.958649,-299.108490,-130.393188,663.929199,-314.698486,-85.547501,611.754395,-346.154938,-39.013832,577.311157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11288,-332.780823,61.332432,406.127777,-282.948700,139.612534,256.515045,-323.328522,115.965797,150.939331,-299.070526,-130.385666,663.882385,-314.673981,-85.547150,611.733765,-346.146729,-39.036804,577.283386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11289,-332.229065,60.968853,406.240387,-282.956207,139.599915,256.481812,-323.289063,116.007820,150.892487,-299.036469,-130.413605,663.869873,-314.649384,-85.581429,611.741638,-346.097382,-39.068657,577.260132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11290,-332.203217,61.028175,405.823120,-282.950134,139.605469,256.484802,-323.361938,116.072113,150.975891,-299.030334,-130.459213,663.894531,-314.604858,-85.605377,611.749756,-346.031006,-39.104107,577.237915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
